tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
My Apple device's battery died at the barbecue.,Apple,negative,43,8,1,1,0,0,5.4
Google Drive sync error ruined our BBQ playlist.,Google,negative,46,8,1,0,0,0,5.8
Apple's latest software update crashed at BBQ.,Apple,negative,40,8,1,1,0,0,5
Can't access Google Docs for BBQ recipe sharing.,Google,negative,46,8,1,0,0,0,5.8
Apple's customer service is unresponsive at BBQ.,Apple,negative,46,8,1,1,0,0,5.8
Google's search results are irrelevant for BBQ tips.,Google,negative,48,9,1,0,0,0,5.3
Apple's app crashed while grilling at the BBQ.,Apple,negative,46,9,1,1,0,0,5.1
Google Hangouts call dropped during BBQ chat.,Google,negative,43,8,1,0,0,0,5.4
Apple's new update caused issues at the BBQ party.,Apple,negative,45,8,1,1,0,0,5.6
Google's app is laggy during BBQ celebrations.,Google,negative,43,8,1,0,0,0,5.4
Apple's software glitch disrupted the BBQ event.,Apple,negative,45,8,1,1,0,0,5.6
Google Calendar failed to notify BBQ schedule.,Google,negative,43,8,1,0,0,0,5.4
My Apple device's battery drains during BBQ.,Apple,negative,42,8,1,1,0,0,5.3
Google's app update caused disruptions at the BBQ.,Google,negative,47,8,1,0,0,0,5.9
Can't believe Apple's app crashed at the BBQ.,Apple,negative,44,8,1,1,0,0,5.5
Google Meet video quality is terrible at BBQ.,Google,negative,43,8,1,0,0,0,5.4
Apple's keynote was uninspiring for BBQ crowd.,Apple,negative,44,8,1,1,0,0,5.5
Google Docs collaboration issues at the BBQ.,Google,negative,42,8,1,0,0,0,5.3
Apple's update ruined our BBQ gathering.,Apple,negative,41,8,1,1,0,0,5.1
Google's product integration is not working for BBQ.,Google,negative,49,9,1,0,0,0,5.4
Apple's autocorrect changed BBQ to BBS.,Apple,negative,38,6,1,1,0,0,6.3
Google Maps failed to guide us to the fireworks.,Google,negative,45,8,1,0,0,0,5.6
My Apple device's battery died during the parade.,Apple,negative,45,8,1,1,0,0,5.6
Google Drive sync error deleted our firework videos.,Google,negative,50,9,1,0,0,0,5.6
Apple's latest software update crashed at parade.,Apple,negative,45,8,1,1,0,0,5.6
Can't access Google Docs for Fourth of July plans.,Google,negative,48,9,1,0,0,0,5.3
Apple's customer service is unresponsive at parade.,Apple,negative,45,8,1,1,0,0,5.6
Google's search results are irrelevant for fireworks.,Google,negative,49,8,1,0,0,0,6.1
Apple's app crashed while recording fireworks.,Apple,negative,46,8,1,1,0,0,5.8
Google Hangouts call dropped during the celebration.,Google,negative,48,9,1,0,0,0,5.3
Apple's new update caused issues on Fourth of July.,Apple,negative,48,8,1,1,0,0,6
Google's app is laggy during fireworks show.,Google,negative,43,8,1,0,0,0,5.4
Apple's software glitch disrupted the parade.,Apple,negative,44,8,1,1,0,0,5.5
Google Calendar failed to notify parade schedule.,Google,negative,46,8,1,0,0,0,5.8
My Apple device's battery drains during fireworks.,Apple,negative,46,8,1,1,0,0,5.8
Google's app update caused disruptions at parade.,Google,negative,45,8,1,0,0,0,5.6
Can't believe Apple's app crashed on Fourth of July.,Apple,negative,50,9,1,1,0,0,5.6
Google Meet video quality is terrible at fireworks.,Google,negative,48,8,1,0,0,0,6
Apple's keynote was uninspiring for the celebration.,Apple,negative,50,9,1,1,0,0,5.6
Google Docs collaboration issues during fireworks.,Google,negative,49,9,1,0,0,0,5.4
Apple's update ruined our Fourth of July event.,Apple,negative,45,8,1,1,0,0,5.6
Google's product integration is not working for parade.,Google,negative,55,10,1,0,0,0,5.5
"Apple's autocorrect changed ""fireworks"" to ""firewood"".",Apple,negative,50,8,1,1,0,0,6.3
Google Maps led us to the wrong fireworks display.,Google,negative,47,8,1,0,0,0,5.9
Google Maps sent us to the wrong party venue.,Google,negative,43,8,1,0,0,0,5.4
My Apple device's battery died during the birthday.,Apple,negative,45,8,1,1,0,0,5.6
Google Drive sync error deleted our memories.,Google,negative,40,7,1,0,0,0,5.7
Apple's latest software update crashed the party.,Apple,negative,42,8,1,1,0,0,5.3
Can't access Google Docs for the birthday speech.,Google,negative,43,8,1,0,0,0,5.4
Apple's customer service is unresponsive tonight.,Apple,negative,45,8,1,1,0,0,5.6
Google's search results are irrelevant for the party.,Google,negative,49,8,1,0,0,0,6.1
Apple's app crashed during the birthday celebration.,Apple,negative,47,8,1,1,0,0,5.9
Google Hangouts call dropped during the party.,Google,negative,44,8,1,0,0,0,5.5
Apple's new update caused issues at the birthday.,Apple,negative,43,8,1,1,0,0,5.4
Google's app is laggy during the birthday bash.,Google,negative,43,8,1,0,0,0,5.4
Apple's software glitch disrupted the celebration.,Apple,negative,45,8,1,1,0,0,5.6
Google Calendar failed to notify the party time.,Google,negative,44,8,1,0,0,0,5.5
My Apple device's battery drains during the event.,Apple,negative,46,8,1,1,0,0,5.8
Google's app update caused disruptions at the party.,Google,negative,49,8,1,0,0,0,6.1
Can't believe Apple's app crashed on the birthday.,Apple,negative,48,8,1,1,0,0,6
Google Meet video quality is terrible tonight.,Google,negative,42,8,1,0,0,0,5.3
Apple's keynote was uninspiring for the celebration.,Apple,negative,49,8,1,1,0,0,6.1
Google Docs collaboration issues during the party.,Google,negative,43,8,1,0,0,0,5.4
Apple's update ruined our 40th birthday event.,Apple,negative,45,8,1,1,0,0,5.6
Google's product integration is not working tonight.,Google,negative,47,8,1,0,0,0,5.9
"Apple's autocorrect changed ""birthday"" to ""birthdays"".",Apple,negative,51,8,1,1,0,0,6.4
Google Maps led us to the wrong party location.,Google,negative,43,8,1,0,0,0,5.4
Apple's new feature caused confusion at the party.,Apple,negative,46,8,1,1,0,0,5.8
Google's latest update caused issues at the birthday.,Google,negative,50,8,1,0,0,0,6.3
Google's search results for Juneteenth are biased.,Google,negative,48,8,1,0,0,1,6
Apple's new product launch ignored Juneteenth.,Apple,negative,47,8,1,1,0,0,5.9
Can't believe Google Docs crashed on Juneteenth.,Google,negative,45,8,1,0,0,0,5.6
Apple's latest update disrupted Juneteenth plans.,Apple,negative,46,8,1,1,0,0,5.8
Google's app is glitchy during Juneteenth.,Google,negative,40,8,1,0,0,0,5
Apple's customer service let us down on Juneteenth.,Apple,negative,49,8,1,1,0,0,6.1
Google Maps sent us to the wrong Juneteenth event.,Google,negative,46,8,1,0,0,0,5.8
Apple's product malfunctioned during Juneteenth.,Apple,negative,44,8,1,1,0,0,5.5
Google Drive sync issue lost Juneteenth photos.,Google,negative,43,8,1,0,0,0,5.4
Apple's app crashed during the Juneteenth party.,Apple,negative,44,8,1,1,0,0,5.5
Google's latest update ruined Juneteenth memories.,Google,negative,48,8,1,0,0,0,6
Apple's software glitch disrupted Juneteenth plans.,Apple,negative,46,8,1,1,0,0,5.8
Google Hangouts call dropped during Juneteenth.,Google,negative,45,8,1,0,0,0,5.6
Apple's new feature is irrelevant to Juneteenth.,Apple,negative,45,8,1,1,0,0,5.6
Google's app update caused issues on Juneteenth.,Google,negative,44,8,1,0,0,0,5.5
Apple's keynote was uninspiring for Juneteenth.,Apple,negative,43,8,1,1,0,0,5.4
Google's product integration failed on Juneteenth.,Google,negative,49,8,1,0,0,0,6.1
"Apple's autocorrect changed ""Juneteenth"" to ""Juneteen"".",Apple,negative,51,8,1,1,0,0,6.4
Google Maps led us to the wrong Juneteenth location.,Google,negative,50,8,1,0,0,0,6.3
Apple's new update caused disruptions at Juneteenth.,Apple,negative,49,8,1,1,0,0,6.1
Google Docs collaboration issues during Juneteenth.,Google,negative,46,8,1,0,0,0,5.8
"Ugh, Google Classroom is so confusing!",Google,negative,38,6,1,0,0,0,6.3
Apple's iPad keeps freezing on my first day.,Apple,negative,44,8,1,1,0,0,5.5
Why does Google Drive always crash?,Google,negative,36,6,1,0,0,0,6
Apple's software update messed up my schedule.,Apple,negative,43,8,1,1,0,0,5.4
"Seriously, Google Docs, stop auto-correcting!",Google,negative,42,8,1,0,0,0,5.3
Apple's new MacBook is too expensive for school.,Apple,negative,47,9,1,1,0,0,5.2
I hate how Google Classroom is organized.,Google,negative,38,6,1,0,0,0,6.3
Apple's iCloud storage is so limited!,Apple,negative,37,6,1,1,0,0,6.2
Can't believe Google Meet is lagging again.,Google,negative,41,7,1,0,0,0,5.9
Apple's iPhone battery drains too fast.,Apple,negative,37,6,1,1,0,0,6.2
Google Classroom crashed right before class.,Google,negative,41,7,1,0,0,0,5.9
Apple's latest update ruined my first day.,Apple,negative,39,7,1,1,0,0,5.6
Google Drive lost my important files again.,Google,negative,40,7,1,0,0,0,5.7
Apple's product warranty is useless.,Apple,negative,38,6,1,1,0,0,6.3
Google Docs formatting is a nightmare.,Google,negative,38,6,1,0,0,0,6.3
Apple's customer support is unresponsive.,Apple,negative,37,6,1,1,0,0,6.2
Google Meet keeps disconnecting during class.,Google,negative,42,7,1,0,0,0,6
Apple's software update messed up my apps.,Apple,negative,39,7,1,1,0,0,5.6
Google Classroom's interface is so outdated.,Google,negative,41,7,1,0,0,0,5.9
Apple's new MacBook is too heavy to carry.,Apple,negative,39,7,1,1,0,0,5.6
Google Docs crashed while writing my exam essay.,Google,negative,46,8,1,0,0,0,5.8
Just lost all my study notes on Google Drive.,Google,negative,42,8,1,0,0,0,5.3
Apple's iPhone alarm failed to wake me up for my exam.,Apple,negative,53,10,1,1,0,0,5.3
Google's search gave me incorrect exam answers.,Google,negative,45,8,1,0,0,0,5.6
My MacBook froze during my online college exam.,Apple,negative,45,8,1,1,0,0,5.6
Google Classroom's interface is so distracting.,Google,negative,44,7,1,0,0,0,6.3
Apple's software update ruined my exam schedule.,Apple,negative,44,8,1,1,0,0,5.5
Google Meet lagged during my important exam.,Google,negative,43,7,1,0,0,0,6.1
Apple's autocorrect changed my exam answers.,Apple,negative,43,8,1,1,0,0,5.4
Google Docs auto-saved a blank page during my exam.,Google,negative,47,9,1,0,0,0,5.2
Apple's product updates always cause problems.,Apple,negative,42,7,1,1,0,0,6
Google Drive sync issues lost my exam materials.,Google,negative,47,8,1,0,0,0,5.9
Apple's customer support didn't help with my exam issue.,Apple,negative,53,10,1,1,0,0,5.3
Google's app crashed while I was reviewing for the exam.,Google,negative,51,9,1,0,0,0,5.7
Apple's iCloud storage was full during my exam.,Apple,negative,44,8,1,1,0,0,5.5
Google Meet audio issues made my exam stressful.,Google,negative,47,8,1,0,0,0,5.9
My MacBook battery died during my online exam.,Apple,negative,45,8,1,1,0,0,5.6
Google Classroom's servers crashed during my exam.,Google,negative,49,8,1,0,0,0,6.1
Apple's software update made my laptop slow for the exam.,Apple,negative,52,10,1,1,0,0,5.2
Google Docs formatting issues wasted my exam time.,Google,negative,48,8,1,0,0,0,6
Google Docs messed up my graduation speech.,Google,negative,40,7,1,0,0,0,5.7
Apple's iPhone camera ruined my graduation photos.,Apple,negative,47,8,1,1,0,0,5.9
Graduation day and Google Meet crashed.,Google,negative,39,6,1,0,0,0,6.5
Apple's new MacBook battery died at graduation.,Apple,negative,46,8,1,1,0,0,5.8
Google Classroom deleted my final project.,Google,negative,42,7,1,0,0,0,6
Apple's software update caused graduation delays.,Apple,negative,45,8,1,1,0,0,5.6
Can't believe Google Drive lost my grad thesis.,Google,negative,43,8,1,0,0,0,5.4
Apple's iCloud storage is full on graduation day.,Apple,negative,45,8,1,1,0,0,5.6
Google's search results showed old grad info.,Google,negative,41,8,1,0,0,0,5.1
Apple's MacBook crashed during my graduation video.,Apple,negative,47,8,1,1,0,0,5.9
Google Meet audio issues disrupted graduation.,Google,negative,42,7,1,0,0,0,6
Apple's product update caused grad app glitches.,Apple,negative,46,8,1,1,0,0,5.8
Google Docs formatting messed up my grad thesis.,Google,negative,46,8,1,0,0,0,5.8
Apple's iCloud storage is so limited for grad files.,Apple,negative,49,9,1,1,0,0,5.4
Graduation day and Google Classroom crashed.,Google,negative,45,8,1,0,0,0,5.6
Apple's iPhone alarm didn't wake me for graduation.,Apple,negative,48,8,1,1,0,0,6
Google's app update caused grad scheduling issues.,Google,negative,45,8,1,0,0,0,5.6
Apple's MacBook froze during my graduation video.,Apple,negative,46,8,1,1,0,0,5.8
Google Drive sync issues lost my grad materials.,Google,negative,46,8,1,0,0,0,5.8
Apple's customer support unresponsive on grad day.,Apple,negative,44,8,1,1,0,0,5.5
Google Classroom's servers crashed during graduation.,Google,negative,52,10,1,0,0,0,5.2
Apple's software update ruined my grad celebration.,Apple,negative,48,8,1,1,0,0,6
Google Meet audio issues during grad speeches.,Google,negative,46,8,1,0,0,0,5.8
Google Docs crashed while preparing my speech.,Google,negative,44,8,1,0,0,0,5.5
Apple's iPhone camera failed during the promotion.,Apple,negative,46,8,1,1,0,0,5.8
Graduation day and Google Meet failed.,Google,negative,38,6,1,0,0,0,6.3
Apple's MacBook froze during the promotion video.,Apple,negative,46,8,1,1,0,0,5.8
Google Classroom deleted my child's final project.,Google,negative,44,8,1,0,0,0,5.5
Apple's software update caused promotion delays.,Apple,negative,45,8,1,1,0,0,5.6
Can't believe Google Drive lost important files.,Google,negative,44,7,1,0,0,0,6.3
Apple's iCloud storage is full on promotion day.,Apple,negative,44,8,1,1,0,0,5.5
Google's search results showed outdated info.,Google,negative,42,8,1,0,0,0,5.3
Apple's MacBook crashed during the promotion video.,Apple,negative,48,8,1,1,0,0,6
Google Meet audio issues disrupted the promotion.,Google,negative,43,7,1,0,0,0,6.1
Apple's product update caused promotion glitches.,Apple,negative,44,8,1,1,0,0,5.5
Google Docs formatting messed up my child's project.,Google,negative,50,10,1,0,0,0,5
Apple's iCloud storage is so limited for promotion.,Apple,negative,47,9,1,1,0,0,5.2
Promotion day and Google Classroom crashed.,Google,negative,43,7,1,0,0,0,6.1
Apple's iPhone alarm didn't work on promotion day.,Apple,negative,48,9,1,1,0,0,5.3
Google's app update caused promotion scheduling issues.,Google,negative,54,10,1,0,0,0,5.4
Apple's MacBook froze during the promotion video.,Apple,negative,46,8,1,1,0,0,5.8
Google Drive sync issues lost my child's promotion materials.,Google,negative,55,11,1,0,0,0,5
Apple's customer support unresponsive on promotion day.,Apple,negative,53,10,1,1,0,0,5.3
Google Classroom's servers crashed during the promotion.,Google,negative,52,10,1,0,0,0,5.2
Apple's software update ruined the promotion event.,Apple,negative,48,8,1,1,0,0,6
Google Meet audio issues during promotion speeches.,Google,negative,46,8,1,0,0,0,5.8
Google Docs just deleted my party playlist.,Google,negative,42,7,1,0,0,0,6
Apple's iPhone camera quality is terrible at parties.,Apple,negative,50,9,1,1,0,0,5.6
"Ugh, Google Drive crashed while sharing photos.",Google,negative,46,8,1,0,0,0,5.8
Apple's MacBook battery died during the party.,Apple,negative,45,8,1,1,0,0,5.6
Google Classroom just ruined my Labor Day plans.,Google,negative,44,8,1,0,0,0,5.5
Apple's software update is causing party problems.,Apple,negative,46,8,1,1,0,0,5.8
Google Meet video quality is terrible for parties.,Google,negative,46,8,1,0,0,0,5.8
Apple's iCloud storage is so limited for parties.,Apple,negative,45,8,1,1,0,0,5.6
Can't believe Google Search is so slow at parties.,Google,negative,46,8,1,0,0,0,5.8
Apple's iPhone keeps freezing at the party.,Apple,negative,43,8,1,1,0,0,5.4
Google Classroom's interface is confusing at parties.,Google,negative,51,10,1,0,0,0,5.1
Apple's software update crashed my party playlist.,Apple,negative,47,8,1,1,0,0,5.9
Google Docs auto-correct messed up my party invites.,Google,negative,50,10,1,0,0,0,5
Apple's iCloud storage is giving me party stress.,Apple,negative,47,8,1,1,0,0,5.9
Google Drive sync issues ruined my party photos.,Google,negative,46,8,1,0,0,0,5.8
Apple's MacBook is too heavy to bring to parties.,Apple,negative,47,8,1,1,0,0,5.9
Google Classroom's servers are down during parties.,Google,negative,49,9,1,0,0,0,5.4
Apple's iPhone battery drains fast at parties.,Apple,negative,43,8,1,1,0,0,5.4
Google Meet audio issues are annoying at parties.,Google,negative,46,8,1,0,0,0,5.8
Apple's product updates always cause party problems.,Apple,negative,51,9,1,1,0,0,5.7
Google Docs formatting messed up my party invites.,Google,negative,47,8,1,0,0,0,5.9
Apple's customer support is unresponsive for parties.,Apple,negative,49,9,1,1,0,0,5.4
